num_vms,cpu_req,mem_req,util_cpu_before,util_mem_before,avail_cpu_before,avail_mem_before,avail_storage_before,avail_accelerators_before,energy_kwh,chosen_hw_type,accepted
3,14.000000,14.264794,0.000084,0.000013,499958.000000,3199957.205619,24999.946507,99997.000000,0.001118,2,1
2,5.000000,10.222198,0.000104,0.000020,499948.000000,3199936.761223,24999.844285,99995.000000,0.000266,2,1
4,16.000000,15.617838,0.000232,0.000039,499884.000000,3199874.289872,24999.766196,99991.000000,0.001703,2,1
1,8.000000,8.130405,0.000248,0.000042,499876.000000,3199866.159467,24999.756033,99990.000000,0.000213,2,1
2,5.000000,9.097853,0.000268,0.000048,499866.000000,3199847.963762,24999.710544,99988.000000,0.000266,2,1
1,9.000000,9.038324,0.000286,0.000050,499857.000000,3199838.925439,24999.699246,99987.000000,0.000240,2,1
5,6.000000,12.103459,0.000346,0.000069,499827.000000,3199778.408143,24999.547952,99982.000000,0.000798,2,1
5,7.000000,13.100418,0.000416,0.000090,499792.000000,3199712.906052,24999.384197,99977.000000,0.000931,2,1
2,6.000000,11.201829,0.000440,0.000097,499780.000000,3199690.502394,24999.272179,99975.000000,0.000319,2,1
3,6.000000,12.207963,0.000476,0.000108,499762.000000,3199653.878506,24999.089059,99972.000000,0.000479,2,1
2,5.000000,10.222198,0.000496,0.000115,499752.000000,3199633.434110,24998.986838,99970.000000,0.000266,2,1
2,11.000000,10.918276,0.000540,0.000121,499730.000000,3199611.597559,24998.959542,99968.000000,0.000585,2,1
1,5.000000,9.132820,0.000550,0.000124,499725.000000,3199602.464738,24998.913878,99967.000000,0.000133,2,1
1,5.000000,9.253433,0.000560,0.000127,499720.000000,3199593.211306,24998.867611,99966.000000,0.000133,2,1
3,6.000000,12.901119,0.000596,0.000139,499702.000000,3199554.507950,24998.674094,99963.000000,0.000479,2,1
2,5.000000,10.340134,0.000616,0.000146,499692.000000,3199533.827681,24998.570692,99961.000000,0.000266,2,1
2,5.000000,10.266518,0.000636,0.000152,499682.000000,3199513.294645,24998.468027,99959.000000,0.000266,2,1
2,5.000000,9.537711,0.000656,0.000158,499672.000000,3199494.219224,24998.420339,99957.000000,0.000266,2,1
3,5.000000,10.681782,0.000686,0.000168,499657.000000,3199462.173878,24998.340225,99954.000000,0.000399,2,1
2,12.000000,11.819176,0.000734,0.000175,499633.000000,3199438.535525,24998.310677,99952.000000,0.000639,2,1
3,7.000000,13.085694,0.000776,0.000188,499612.000000,3199399.278443,24998.114392,99949.000000,0.000559,2,1
8,8.000000,15.991396,0.000904,0.000228,499548.000000,3199271.347274,24997.794564,99941.000000,0.001703,2,1
2,12.000000,11.948664,0.000952,0.000235,499524.000000,3199247.449946,24997.764692,99939.000000,0.000639,2,1
2,5.000000,10.340134,0.000972,0.000242,499514.000000,3199226.769678,24997.661291,99937.000000,0.000266,2,1
2,5.000000,10.266518,0.000992,0.000248,499504.000000,3199206.236642,24997.558626,99935.000000,0.000266,2,1
2,5.000000,9.537711,0.001012,0.000254,499494.000000,3199187.161220,24997.510937,99933.000000,0.000266,2,1
3,5.000000,10.681782,0.001042,0.000264,499479.000000,3199155.115874,24997.430824,99930.000000,0.000399,2,1
2,12.000000,11.819176,0.001090,0.000271,499455.000000,3199131.477521,24997.401276,99928.000000,0.000639,2,1
3,7.000000,13.085694,0.001132,0.000284,499434.000000,3199092.220440,24997.204991,99925.000000,0.000559,2,1
1,9.000000,9.038324,0.001150,0.000287,499425.000000,3199083.182116,24997.193693,99924.000000,0.000240,2,1
5,6.000000,12.103459,0.001210,0.000305,499395.000000,3199022.664821,24997.042399,99919.000000,0.000798,2,1
5,7.000000,13.100418,0.001280,0.000326,499360.000000,3198957.162730,24996.878644,99914.000000,0.000931,2,1
2,6.000000,11.201829,0.001304,0.000333,499348.000000,3198934.759072,24996.766626,99912.000000,0.000319,2,1
3,6.000000,12.207963,0.001340,0.000344,499330.000000,3198898.135183,24996.583507,99909.000000,0.000479,2,1
2,5.000000,10.222198,0.001360,0.000351,499320.000000,3198877.690788,24996.481285,99907.000000,0.000266,2,1
2,11.000000,10.918276,0.001404,0.000358,499298.000000,3198855.854237,24996.453989,99905.000000,0.000585,2,1
1,5.000000,9.132820,0.001414,0.000360,499293.000000,3198846.721416,24996.408325,99904.000000,0.000133,2,1
1,5.000000,9.253433,0.001424,0.000363,499288.000000,3198837.467983,24996.362058,99903.000000,0.000133,2,1
3,6.000000,12.901119,0.001460,0.000375,499270.000000,3198798.764627,24996.168541,99900.000000,0.000479,2,1
3,6.000000,12.213960,0.001496,0.000387,499252.000000,3198762.122748,24995.985331,99897.000000,0.000479,2,1
3,14.000000,14.461796,0.001580,0.000400,499210.000000,3198718.737359,24995.931100,99894.000000,0.001118,2,1
1,4.000000,8.558042,0.001588,0.000403,499206.000000,3198710.179317,24995.888309,99893.000000,0.000106,2,1
3,14.000000,14.264794,0.001672,0.000416,499164.000000,3198667.384936,24995.834816,99890.000000,0.001118,2,1
4,8.000000,15.293179,0.001736,0.000436,499132.000000,3198606.212220,24995.528953,99886.000000,0.000852,2,1
4,16.000000,15.617838,0.001864,0.000455,499068.000000,3198543.740869,24995.450864,99882.000000,0.001703,2,1
1,8.000000,8.130405,0.001880,0.000458,499060.000000,3198535.610465,24995.440701,99881.000000,0.000213,2,1
2,5.000000,9.097853,0.001900,0.000463,499050.000000,3198517.414759,24995.395211,99879.000000,0.000266,2,1
8,8.000000,15.991396,0.002028,0.000503,498986.000000,3198389.483590,24995.075384,99871.000000,0.001703,2,1
2,12.000000,11.948664,0.002076,0.000511,498962.000000,3198365.586262,24995.045512,99869.000000,0.000639,2,1
2,5.000000,10.340134,0.002096,0.000517,498952.000000,3198344.905994,24994.942111,99867.000000,0.000266,2,1
2,5.000000,10.266518,0.002116,0.000524,498942.000000,3198324.372958,24994.839445,99865.000000,0.000266,2,1
2,5.000000,9.537711,0.002136,0.000530,498932.000000,3198305.297536,24994.791757,99863.000000,0.000266,2,1
3,5.000000,10.681782,0.002166,0.000540,498917.000000,3198273.252190,24994.711643,99860.000000,0.000399,2,1
2,12.000000,11.819176,0.002214,0.000547,498893.000000,3198249.613837,24994.682095,99858.000000,0.000639,2,1
3,7.000000,13.085694,0.002256,0.000559,498872.000000,3198210.356756,24994.485810,99855.000000,0.000559,2,1
1,9.000000,9.038324,0.002274,0.000562,498863.000000,3198201.318432,24994.474512,99854.000000,0.000240,2,1
