num_vms,cpu_req,mem_req,util_cpu_before,util_mem_before,avail_cpu_before,avail_mem_before,avail_storage_before,avail_accelerators_before,energy_kwh,chosen_hw_type,accepted
6,14.000000,7.132397,0.000168,0.000013,499916.000000,3199957.205619,24999.893014,99994.000000,0.002235,2,1
4,8.000000,7.646589,0.000232,0.000023,499884.000000,3199926.619261,24999.587150,99990.000000,0.000852,2,1
6,5.000000,5.340891,0.000292,0.000033,499854.000000,3199894.573915,24999.426924,99984.000000,0.000798,2,1
1,5.000000,4.626716,0.000302,0.000034,499849.000000,3199889.947198,24999.380657,99983.000000,0.000133,2,1
4,12.000000,5.974332,0.000398,0.000042,499801.000000,3199866.049871,24999.320913,99979.000000,0.001277,2,1
3,6.000000,6.106980,0.000434,0.000048,499783.000000,3199847.728931,24999.137704,99976.000000,0.000479,2,1
2,6.000000,5.600914,0.000458,0.000051,499771.000000,3199836.527102,24999.025686,99974.000000,0.000319,2,1
7,14.000000,7.230898,0.000654,0.000067,499673.000000,3199785.910815,24998.899145,99967.000000,0.002608,2,1
3,6.000000,6.103981,0.000690,0.000073,499655.000000,3199767.598871,24998.716025,99964.000000,0.000479,2,1
6,14.000000,7.132397,0.000858,0.000086,499571.000000,3199724.804490,24998.609039,99958.000000,0.002235,2,1
4,8.000000,7.646589,0.000922,0.000096,499539.000000,3199694.218132,24998.303176,99954.000000,0.000852,2,1
4,12.000000,5.909588,0.001018,0.000103,499491.000000,3199670.579779,24998.244080,99950.000000,0.001277,2,1
8,16.000000,7.808919,0.001274,0.000122,499363.000000,3199608.108428,24998.087902,99942.000000,0.003406,2,1
3,7.000000,6.542847,0.001316,0.000129,499342.000000,3199588.479887,24997.891616,99939.000000,0.000559,2,1
1,8.000000,4.065202,0.001332,0.000130,499334.000000,3199584.414685,24997.881453,99938.000000,0.000213,2,1
1,5.000000,4.626716,0.001342,0.000131,499329.000000,3199579.787969,24997.835186,99937.000000,0.000133,2,1
4,12.000000,5.974332,0.001438,0.000139,499281.000000,3199555.890641,24997.775443,99933.000000,0.001277,2,1
3,6.000000,6.106980,0.001474,0.000145,499263.000000,3199537.569701,24997.592233,99930.000000,0.000479,2,1
2,5.000000,5.133259,0.001494,0.000148,499253.000000,3199527.303183,24997.489568,99928.000000,0.000266,2,1
7,14.000000,7.230898,0.001690,0.000164,499155.000000,3199476.686897,24997.363027,99921.000000,0.002608,2,1
1,4.000000,4.279021,0.001698,0.000165,499151.000000,3199472.407875,24997.320237,99920.000000,0.000106,2,1
6,14.000000,7.132397,0.001866,0.000178,499067.000000,3199429.613494,24997.213251,99914.000000,0.002235,2,1
6,5.000000,5.340891,0.001926,0.000188,499037.000000,3199397.568148,24997.053025,99908.000000,0.000798,2,1
2,5.000000,5.111099,0.001946,0.000191,499027.000000,3199387.345950,24996.950803,99906.000000,0.000266,2,1
4,12.000000,5.909588,0.002042,0.000199,498979.000000,3199363.707597,24996.891707,99902.000000,0.001277,2,1
4,11.000000,5.459138,0.002130,0.000206,498935.000000,3199341.871046,24996.837115,99898.000000,0.001171,2,1
1,5.000000,4.566410,0.002140,0.000207,498930.000000,3199337.304636,24996.791451,99897.000000,0.000133,2,1
16,8.000000,7.995698,0.002396,0.000247,498802.000000,3199209.373466,24996.151795,99881.000000,0.003406,2,1
9,6.000000,6.051730,0.002504,0.000264,498748.000000,3199154.907900,24995.879468,99872.000000,0.001437,2,1
2,5.000000,5.170067,0.002524,0.000267,498738.000000,3199144.567766,24995.776066,99870.000000,0.000266,2,1
3,6.000000,6.103981,0.002560,0.000273,498720.000000,3199126.255822,24995.592947,99867.000000,0.000479,2,1
7,15.000000,7.560930,0.002770,0.000290,498615.000000,3199073.329309,24995.460630,99860.000000,0.002794,2,1
1,9.000000,4.256685,0.002788,0.000291,498606.000000,3199069.072624,24995.449989,99859.000000,0.000240,2,1
