timestamp,task_id,num_vms,cpu_req,mem_req,chosen_hw_type,accepted,energy_cost
6,116,8,16,7.80892,2,1,1.42623e-05
6,125,1,8,4.0652,2,1,1.42693e-05
6,140,11,7,6.55021,2,1,1.42678e-05
6,118,3,5,4.54893,2,1,1.42623e-05
6,127,2,9,4.51916,2,1,1.42693e-05
6,120,1,5,4.62672,4,1,1.12868e-05
6,129,9,6,6.05173,2,1,1.42693e-05
6,131,3,6,6.45056,4,1,1.12866e-05
7,140,6,5,5.34089,2,1,1.63252e-05
7,146,4,8,7.64659,4,1,1.28989e-05
7,128,6,14,7.1324,2,1,1.63151e-05
7,142,3,7,6.54285,4,1,1.28988e-05
7,148,1,5,4.62672,4,1,1.28989e-05
7,130,2,5,5.1111,4,1,1.28991e-05
7,144,16,8,7.9957,2,1,1.63252e-05
7,132,4,12,5.90959,2,1,1.63151e-05
7,146,11,7,6.55021,2,1,1.63252e-05
7,134,4,11,5.45914,2,1,1.63151e-05
7,136,8,16,7.80892,2,1,1.63151e-05
7,138,1,5,4.56641,4,1,1.28991e-05
7,140,1,8,4.0652,2,1,1.63151e-05
7,142,3,5,4.54893,2,1,1.63151e-05
7,144,2,9,4.51916,2,1,1.63151e-05
7,146,9,6,6.05173,2,1,1.63151e-05
7,148,3,6,6.45056,4,1,1.28991e-05
8,152,6,14,7.1324,2,1,1.83822e-05
8,161,4,11,5.45914,2,1,1.83751e-05
8,152,4,8,7.64659,4,1,1.4511e-05
8,154,6,5,5.34089,2,1,1.83822e-05
8,163,3,7,6.54285,4,1,1.45113e-05
8,154,1,5,4.62672,4,1,1.4511e-05
8,156,2,5,5.1111,4,1,1.45111e-05
8,165,1,8,4.0652,2,1,1.83751e-05
8,158,4,12,5.90959,2,1,1.83822e-05
8,167,2,9,4.51916,2,1,1.83751e-05
8,160,8,16,7.80892,2,1,1.83822e-05
8,169,16,8,7.9957,2,1,1.83751e-05
8,162,1,5,4.56641,4,1,1.45111e-05
8,171,9,6,6.05173,2,1,1.83751e-05
8,164,3,5,4.54893,2,1,1.83822e-05
8,166,3,6,6.45056,4,1,1.45111e-05
8,168,11,7,6.55021,2,1,1.83822e-05
9,179,4,11,5.45914,2,1,2.04466e-05
9,179,4,8,7.64659,4,1,1.61236e-05
9,158,6,14,7.1324,2,1,2.04485e-05
9,181,3,7,6.54285,4,1,1.61233e-05
9,181,1,5,4.62672,4,1,1.61236e-05
9,160,6,5,5.34089,2,1,2.04485e-05
9,183,1,8,4.0652,2,1,2.04466e-05
9,183,16,8,7.9957,2,1,2.04409e-05
