num_vms,cpu_req,mem_req,storage_req,network_req,acc_req,rho_acc,requested_instructions,util_cpu_before,util_mem_before,avail_cpu_before,avail_mem_before,avail_storage_before,avail_accelerators_before,total_cpu,total_mem,total_storage,total_accelerators,avail_network,total_network,util_network,cpu_idle_power,cpu_max_power,acc_idle_power,acc_max_power,compute_cap_per_cpu,compute_cap_acc,running_vms,overcommit_cpu,overcommit_mem,num_tasks,energy_kwh,chosen_hw_type,accepted
6,8.000000,13.386237,0.023409,0.002341,1,0.500000,2340891022.859556,0.000000,0.000000,144000.000000,768000.000000,6000.000000,24000.000000,144000.000000,768000.000000,6000.000000,24000.000000,24.997659,25.000000,0.000000,6.791667,9.175617,176.800000,225.000000,4400.040000,507494.400000,0,0.000000,0.000000,0,0.001064,3,1
4,19.000000,34.734235,0.048644,0.005819,1,0.600000,1693492629.655401,0.000333,0.000105,143952.000000,767919.682577,5999.859547,23994.000000,144000.000000,768000.000000,6000.000000,24000.000000,24.991840,25.000000,0.000094,6.791667,9.175617,176.800000,225.000000,4400.040000,507494.400000,6,0.000000,0.000000,1,0.001685,3,1
8,31.000000,61.324865,0.077134,0.009618,1,0.600000,2880574312.936782,0.000861,0.000285,143876.000000,767780.745637,5999.664971,23990.000000,144000.000000,768000.000000,6000.000000,24000.000000,24.991840,25.000000,0.000326,6.791667,9.175617,176.800000,225.000000,4400.040000,507494.400000,10,0.000000,0.000000,2,0.000000,-1,0
3,9.000000,11.628541,0.029071,0.002271,0,0.000000,2834277529.471683,0.000000,0.000000,144000.000000,768000.000000,6000.000000,0.000000,144000.000000,768000.000000,6000.000000,0.000000,24.989569,25.000000,0.000326,6.791667,9.175617,0.000000,0.000000,4400.040000,0.000000,0,0.000000,0.000000,2,0.000599,1,1
1,5.000000,5.699231,0.014248,0.001283,0,0.000000,1253128177.138571,0.000188,0.000045,143973.000000,767965.114378,5999.912786,0.000000,144000.000000,768000.000000,6000.000000,0.000000,24.988285,25.000000,0.000417,6.791667,9.175617,0.000000,0.000000,4400.040000,0.000000,3,0.000000,0.000000,3,0.000111,1,1
16,16.000000,31.969887,0.049957,0.004996,1,0.700000,4995698072.014236,0.000000,0.000000,144000.000000,768000.000000,6000.000000,24000.000000,144000.000000,768000.000000,6000.000000,24000.000000,24.983290,25.000000,0.000469,6.791667,9.175617,32.000000,250.000000,4400.040000,587505.340000,0,0.000000,0.000000,4,0.005677,2,1
9,10.000000,18.362107,0.030517,0.003052,0,0.000000,3051729577.617594,0.000222,0.000053,143968.000000,767959.415147,5999.898538,0.000000,144000.000000,768000.000000,6000.000000,0.000000,24.980238,25.000000,0.000668,6.791667,9.175617,0.000000,0.000000,4400.040000,0.000000,4,0.000000,0.000000,5,0.001996,1,1
6,27.000000,51.853557,0.066986,0.008265,1,0.600000,2457748059.396515,0.000861,0.000285,143876.000000,767780.745637,5999.664971,23990.000000,144000.000000,768000.000000,6000.000000,24000.000000,24.980238,25.000000,0.000790,6.791667,9.175617,176.800000,225.000000,4400.040000,507494.400000,10,0.000000,0.000000,6,0.000000,-1,0
2,6.000000,7.333297,0.018333,0.001556,1,0.900000,1688879074.570201,0.000000,0.000000,144000.000000,768000.000000,6000.000000,24000.000000,144000.000000,768000.000000,6000.000000,24000.000000,24.978682,25.000000,0.000790,6.791667,9.175617,17.300000,25.100000,4400.040000,295959.300000,0,0.000000,0.000000,6,0.000266,4,1
4,17.000000,28.427930,0.041887,0.004918,1,0.800000,1411961181.979608,0.001778,0.000666,143744.000000,767488.481816,5999.200688,23984.000000,144000.000000,768000.000000,6000.000000,24000.000000,24.973764,25.000000,0.000853,6.791667,9.175617,32.000000,250.000000,4400.040000,587505.340000,16,0.000000,0.000000,7,0.001508,2,1
8,31.000000,61.324865,0.077134,0.009618,1,0.600000,2880574312.936782,0.000861,0.000285,143876.000000,767780.745637,5999.664971,23990.000000,144000.000000,768000.000000,6000.000000,24000.000000,24.973764,25.000000,0.001049,6.791667,9.175617,176.800000,225.000000,4400.040000,507494.400000,10,0.000000,0.000000,8,0.000000,-1,0
3,9.000000,11.628541,0.029071,0.002271,0,0.000000,2834277529.471683,0.000847,0.000268,143878.000000,767794.156184,5999.623882,0.000000,144000.000000,768000.000000,6000.000000,0.000000,24.971493,25.000000,0.001049,6.791667,9.175617,0.000000,0.000000,4400.040000,0.000000,13,0.000000,0.000000,8,0.000599,1,1
1,5.000000,5.699231,0.014248,0.001283,0,0.000000,1253128177.138571,0.001035,0.000313,143851.000000,767759.270562,5999.536668,0.000000,144000.000000,768000.000000,6000.000000,0.000000,24.970209,25.000000,0.001140,6.791667,9.175617,0.000000,0.000000,4400.040000,0.000000,16,0.000000,0.000000,9,0.000111,1,1
9,10.000000,18.362107,0.030517,0.003052,0,0.000000,3051729577.617594,0.001069,0.000321,143846.000000,767753.571331,5999.522420,0.000000,144000.000000,768000.000000,6000.000000,0.000000,24.967158,25.000000,0.001192,6.791667,9.175617,0.000000,0.000000,4400.040000,0.000000,17,0.000000,0.000000,10,0.001996,1,1
11,12.000000,21.851463,0.035502,0.003550,1,0.700000,3550209070.812077,0.002250,0.000814,143676.000000,767374.770094,5999.033140,23980.000000,144000.000000,768000.000000,6000.000000,24000.000000,24.963607,25.000000,0.001314,6.791667,9.175617,32.000000,250.000000,4400.040000,587505.340000,20,0.000000,0.000000,11,0.002927,2,1
6,27.000000,51.853557,0.066986,0.008265,1,0.600000,2457748059.396515,0.000861,0.000285,143876.000000,767780.745637,5999.664971,23990.000000,144000.000000,768000.000000,6000.000000,24000.000000,24.963607,25.000000,0.001456,6.791667,9.175617,176.800000,225.000000,4400.040000,507494.400000,10,0.000000,0.000000,12,0.000000,-1,0
8,31.000000,61.324865,0.077134,0.009618,1,0.600000,2880574312.936782,0.000861,0.000285,143876.000000,767780.745637,5999.664971,23990.000000,144000.000000,768000.000000,6000.000000,24000.000000,24.963607,25.000000,0.001456,6.791667,9.175617,176.800000,225.000000,4400.040000,507494.400000,10,0.000000,0.000000,12,0.000000,-1,0
