num_vms,cpu_req,mem_req,util_cpu_before,util_mem_before,avail_cpu_before,avail_mem_before,avail_storage_before,avail_accelerators_before,energy_kwh,chosen_hw_type,accepted
2,5.000000,5.111099,0.000020,0.000003,499990.000000,3199989.777802,24999.897778,99998.000000,0.000266,4,1
4,12.000000,5.909588,0.000096,0.000007,499952.000000,3199976.361647,24999.940904,99996.000000,0.001277,2,1
4,11.000000,5.459138,0.000184,0.000014,499908.000000,3199954.525096,24999.886313,99992.000000,0.001171,2,1
1,5.000000,4.566410,0.000030,0.000005,499985.000000,3199985.211392,24999.852114,99997.000000,0.000133,4,1
2,9.000000,4.519162,0.000220,0.000017,499890.000000,3199945.486772,24999.863717,99990.000000,0.000479,2,1
16,8.000000,7.995698,0.000476,0.000057,499762.000000,3199817.555603,24999.224061,99974.000000,0.003406,2,1
6,14.000000,7.132397,0.000644,0.000070,499678.000000,3199774.761222,24999.117075,99968.000000,0.002235,2,1
4,8.000000,7.646589,0.000094,0.000014,499953.000000,3199954.625034,24999.546250,99993.000000,0.000852,4,1
6,5.000000,5.340891,0.000704,0.000080,499648.000000,3199742.715875,24998.956848,99962.000000,0.000798,2,1
1,5.000000,4.626716,0.000104,0.000016,499948.000000,3199949.998318,24999.499983,99992.000000,0.000133,4,1
6,14.000000,7.132397,0.000872,0.000094,499564.000000,3199699.921494,24998.849862,99956.000000,0.002235,2,1
6,5.000000,5.340891,0.000932,0.000104,499534.000000,3199667.876148,24998.689636,99950.000000,0.000798,2,1
2,5.000000,5.111099,0.000124,0.000019,499938.000000,3199939.776120,24999.397761,99990.000000,0.000266,4,1
4,12.000000,5.909588,0.001028,0.000111,499486.000000,3199644.237795,24998.630540,99946.000000,0.001277,2,1
4,11.000000,5.459138,0.001116,0.000118,499442.000000,3199622.401243,24998.575948,99942.000000,0.001171,2,1
3,7.000000,6.542847,0.000166,0.000025,499917.000000,3199920.147580,24999.201476,99987.000000,0.000559,4,1
1,8.000000,4.065202,0.001132,0.000119,499434.000000,3199618.336041,24998.565785,99941.000000,0.000213,2,1
3,5.000000,4.548926,0.001162,0.000124,499419.000000,3199604.689262,24998.497552,99938.000000,0.000399,2,1
11,7.000000,6.550209,0.001316,0.000146,499342.000000,3199532.636962,24998.137290,99927.000000,0.002049,2,1
2,5.000000,5.111099,0.000186,0.000028,499907.000000,3199909.925382,24999.099254,99985.000000,0.000266,4,1
8,16.000000,7.808919,0.001572,0.000166,499214.000000,3199470.165611,24997.981112,99919.000000,0.003406,2,1
1,5.000000,4.566410,0.000196,0.000030,499902.000000,3199905.358972,24999.053590,99984.000000,0.000133,4,1
3,5.000000,4.548926,0.001602,0.000170,499199.000000,3199456.518832,24997.912878,99916.000000,0.000399,2,1
3,6.000000,6.450559,0.000232,0.000036,499884.000000,3199886.007294,24998.860073,99981.000000,0.000479,4,1
11,7.000000,6.550209,0.001756,0.000192,499122.000000,3199384.466533,24997.552616,99905.000000,0.002049,2,1
4,11.000000,5.459138,0.001844,0.000199,499078.000000,3199362.629981,24997.498025,99901.000000,0.001171,2,1
3,7.000000,6.542847,0.000274,0.000042,499863.000000,3199866.378753,24998.663788,99978.000000,0.000559,4,1
1,8.000000,4.065202,0.001860,0.000200,499070.000000,3199358.564779,24997.487862,99900.000000,0.000213,2,1
