num_vms,cpu_req,mem_req,util_cpu_before,util_mem_before,avail_cpu_before,avail_mem_before,avail_storage_before,avail_accelerators_before,energy_kwh,chosen_hw_type,accepted
6,14.000000,7.132397,0.000168,0.000013,499916.000000,3199957.205619,24999.893014,99994.000000,0.002235,2,1
4,8.000000,7.646589,0.000064,0.000010,499968.000000,3199969.413642,24999.694136,99996.000000,0.000852,4,1
6,5.000000,5.340891,0.000228,0.000023,499886.000000,3199925.160272,24999.732787,99988.000000,0.000798,2,1
9,6.000000,6.051730,0.000336,0.000040,499832.000000,3199870.694706,24999.460459,99979.000000,0.001437,2,1
3,6.000000,6.450559,0.000100,0.000016,499950.000000,3199950.061964,24999.500620,99993.000000,0.000479,4,1
4,12.000000,5.909588,0.000432,0.000048,499784.000000,3199847.056353,24999.401364,99975.000000,0.001277,2,1
3,7.000000,6.542847,0.000142,0.000022,499929.000000,3199930.433424,24999.304334,99990.000000,0.000559,4,1
1,8.000000,4.065202,0.000448,0.000049,499776.000000,3199842.991151,24999.391201,99974.000000,0.000213,2,1
3,5.000000,4.548926,0.000478,0.000053,499761.000000,3199829.344372,24999.322967,99971.000000,0.000399,2,1
2,9.000000,4.519162,0.000514,0.000056,499743.000000,3199820.306049,24999.300371,99969.000000,0.000479,2,1
3,6.000000,6.450559,0.000178,0.000028,499911.000000,3199911.081746,24999.110817,99987.000000,0.000479,4,1
11,7.000000,6.550209,0.000668,0.000079,499666.000000,3199748.253749,24998.940109,99958.000000,0.002049,2,1
8,16.000000,7.808919,0.000924,0.000098,499538.000000,3199685.782398,24998.783931,99950.000000,0.003406,2,1
1,5.000000,4.566410,0.000188,0.000029,499906.000000,3199906.515335,24999.065153,99986.000000,0.000133,4,1
2,9.000000,4.519162,0.000960,0.000101,499520.000000,3199676.744074,24998.761335,99948.000000,0.000479,2,1
9,6.000000,6.051730,0.001068,0.000118,499466.000000,3199622.278508,24998.489007,99939.000000,0.001437,2,1
3,6.000000,6.450559,0.000224,0.000035,499888.000000,3199887.163657,24998.871637,99983.000000,0.000479,4,1
6,14.000000,7.132397,0.001236,0.000131,499382.000000,3199579.484127,24998.382021,99933.000000,0.002235,2,1
4,12.000000,5.909588,0.001332,0.000139,499334.000000,3199555.845774,24998.322926,99929.000000,0.001277,2,1
4,11.000000,5.459138,0.001420,0.000146,499290.000000,3199534.009222,24998.268334,99925.000000,0.001171,2,1
3,7.000000,6.542847,0.000266,0.000041,499867.000000,3199867.535117,24998.675351,99980.000000,0.000559,4,1
1,8.000000,4.065202,0.001436,0.000147,499282.000000,3199529.944020,24998.258171,99924.000000,0.000213,2,1
2,9.000000,4.519162,0.001472,0.000150,499264.000000,3199520.905696,24998.235575,99922.000000,0.000479,2,1
16,8.000000,7.995698,0.001728,0.000190,499136.000000,3199392.974527,24997.595920,99906.000000,0.003406,2,1
9,6.000000,6.051730,0.001836,0.000207,499082.000000,3199338.508961,24997.323592,99897.000000,0.001437,2,1
4,8.000000,7.646589,0.000330,0.000051,499835.000000,3199836.948759,24998.369488,99976.000000,0.000852,4,1
1,5.000000,4.626716,0.000340,0.000052,499830.000000,3199832.322043,24998.323220,99975.000000,0.000133,4,1
16,8.000000,7.995698,0.002092,0.000247,498954.000000,3199210.577792,24996.683936,99881.000000,0.003406,2,1
6,5.000000,5.340891,0.002152,0.000257,498924.000000,3199178.532446,24996.523709,99875.000000,0.000798,2,1
2,5.000000,5.111099,0.000360,0.000056,499820.000000,3199822.099845,24998.220998,99973.000000,0.000266,4,1
1,5.000000,4.566410,0.000370,0.000057,499815.000000,3199817.533435,24998.175334,99972.000000,0.000133,4,1
3,6.000000,6.450559,0.000406,0.000063,499797.000000,3199798.181757,24997.981818,99969.000000,0.000479,4,1
11,7.000000,6.550209,0.002306,0.000279,498847.000000,3199106.480146,24996.163448,99864.000000,0.002049,2,1
6,5.000000,5.340891,0.002366,0.000289,498817.000000,3199074.434800,24996.003221,99858.000000,0.000798,2,1
3,7.000000,6.542847,0.000448,0.000069,499776.000000,3199778.553216,24997.785532,99966.000000,0.000559,4,1
11,7.000000,6.550209,0.002520,0.000312,498740.000000,3199002.382500,24995.642959,99847.000000,0.002049,2,1
6,14.000000,7.132397,0.002688,0.000325,498656.000000,3198959.588119,24995.535973,99841.000000,0.002235,2,1
4,8.000000,7.646589,0.000512,0.000079,499744.000000,3199747.966858,24997.479669,99962.000000,0.000852,4,1
4,12.000000,5.909588,0.002784,0.000333,498608.000000,3198935.949766,24995.476878,99837.000000,0.001277,2,1
8,16.000000,7.808919,0.003040,0.000352,498480.000000,3198873.478415,24995.320699,99829.000000,0.003406,2,1
3,5.000000,4.548926,0.003070,0.000356,498465.000000,3198859.831636,24995.252465,99826.000000,0.000399,2,1
1,5.000000,4.626716,0.000522,0.000080,499739.000000,3199743.340142,24997.433401,99961.000000,0.000133,4,1
6,14.000000,7.132397,0.003238,0.000370,498381.000000,3198817.037254,24995.145479,99820.000000,0.002235,2,1
2,5.000000,5.111099,0.000542,0.000083,499729.000000,3199733.117944,24997.331179,99959.000000,0.000266,4,1
4,12.000000,5.909588,0.003334,0.000377,498333.000000,3198793.398901,24995.086383,99816.000000,0.001277,2,1
4,11.000000,5.459138,0.003422,0.000384,498289.000000,3198771.562350,24995.031792,99812.000000,0.001171,2,1
8,16.000000,7.808919,0.003678,0.000403,498161.000000,3198709.090999,24994.875614,99804.000000,0.003406,2,1
1,5.000000,4.566410,0.000552,0.000085,499724.000000,3199728.551534,24997.285515,99958.000000,0.000133,4,1
1,8.000000,4.065202,0.003694,0.000405,498153.000000,3198705.025796,24994.865451,99803.000000,0.000213,2,1
3,5.000000,4.548926,0.003724,0.000409,498138.000000,3198691.379017,24994.797217,99800.000000,0.000399,2,1
2,9.000000,4.519162,0.003760,0.000412,498120.000000,3198682.340694,24994.774621,99798.000000,0.000479,2,1
9,6.000000,6.051730,0.003868,0.000429,498066.000000,3198627.875128,24994.502293,99789.000000,0.001437,2,1
3,6.000000,6.450559,0.000588,0.000091,499706.000000,3199709.199856,24997.091999,99955.000000,0.000479,4,1
4,11.000000,5.459138,0.003956,0.000436,498022.000000,3198606.038576,24994.447702,99785.000000,0.001171,2,1
3,7.000000,6.542847,0.000630,0.000097,499685.000000,3199689.571315,24996.895713,99952.000000,0.000559,4,1
1,8.000000,4.065202,0.003972,0.000437,498014.000000,3198601.973374,24994.437539,99784.000000,0.000213,2,1
2,9.000000,4.519162,0.004008,0.000440,497996.000000,3198592.935050,24994.414943,99782.000000,0.000479,2,1
16,8.000000,7.995698,0.004264,0.000480,497868.000000,3198465.003881,24993.775287,99766.000000,0.003406,2,1
9,6.000000,6.051730,0.004372,0.000497,497814.000000,3198410.538315,24993.502959,99757.000000,0.001437,2,1
4,8.000000,7.646589,0.000694,0.000107,499653.000000,3199658.984957,24996.589850,99948.000000,0.000852,4,1
1,5.000000,4.626716,0.000704,0.000108,499648.000000,3199654.358241,24996.543582,99947.000000,0.000133,4,1
16,8.000000,7.995698,0.004628,0.000537,497686.000000,3198282.607146,24992.863303,99741.000000,0.003406,2,1
6,5.000000,5.340891,0.004688,0.000547,497656.000000,3198250.561800,24992.703077,99735.000000,0.000798,2,1
2,5.000000,5.111099,0.000724,0.000111,499638.000000,3199644.136043,24996.441360,99945.000000,0.000266,4,1
1,5.000000,4.566410,0.000734,0.000113,499633.000000,3199639.569633,24996.395696,99944.000000,0.000133,4,1
3,6.000000,6.450559,0.000770,0.000119,499615.000000,3199620.217955,24996.202180,99941.000000,0.000479,4,1
11,7.000000,6.550209,0.004842,0.000569,497579.000000,3198178.509500,24992.342815,99724.000000,0.002049,2,1
6,5.000000,5.340891,0.004902,0.000579,497549.000000,3198146.464154,24992.182588,99718.000000,0.000798,2,1
3,7.000000,6.542847,0.000812,0.000125,499594.000000,3199600.589414,24996.005894,99938.000000,0.000559,4,1
11,7.000000,6.550209,0.005056,0.000602,497472.000000,3198074.411854,24991.822327,99707.000000,0.002049,2,1
6,14.000000,7.132397,0.005224,0.000615,497388.000000,3198031.617473,24991.715341,99701.000000,0.002235,2,1
4,8.000000,7.646589,0.000876,0.000134,499562.000000,3199570.003057,24995.700031,99934.000000,0.000852,4,1
4,12.000000,5.909588,0.005320,0.000623,497340.000000,3198007.979120,24991.656245,99697.000000,0.001277,2,1
8,16.000000,7.808919,0.005576,0.000642,497212.000000,3197945.507769,24991.500067,99689.000000,0.003406,2,1
3,5.000000,4.548926,0.005606,0.000646,497197.000000,3197931.860990,24991.431833,99686.000000,0.000399,2,1
1,5.000000,4.626716,0.000886,0.000136,499557.000000,3199565.376340,24995.653763,99933.000000,0.000133,4,1
6,14.000000,7.132397,0.005774,0.000660,497113.000000,3197889.066608,24991.324847,99680.000000,0.002235,2,1
2,5.000000,5.111099,0.000906,0.000139,499547.000000,3199555.154143,24995.551541,99931.000000,0.000266,4,1
4,12.000000,5.909588,0.005870,0.000667,497065.000000,3197865.428255,24991.265751,99676.000000,0.001277,2,1
4,11.000000,5.459138,0.005958,0.000674,497021.000000,3197843.591704,24991.211160,99672.000000,0.001171,2,1
8,16.000000,7.808919,0.006214,0.000693,496893.000000,3197781.120353,24991.054981,99664.000000,0.003406,2,1
1,5.000000,4.566410,0.000916,0.000140,499542.000000,3199550.587732,24995.505877,99930.000000,0.000133,4,1
1,8.000000,4.065202,0.006230,0.000695,496885.000000,3197777.055150,24991.044818,99663.000000,0.000213,2,1
3,5.000000,4.548926,0.006260,0.000699,496870.000000,3197763.408371,24990.976584,99660.000000,0.000399,2,1
2,9.000000,4.519162,0.006296,0.000702,496852.000000,3197754.370048,24990.953989,99658.000000,0.000479,2,1
9,6.000000,6.051730,0.006404,0.000719,496798.000000,3197699.904482,24990.681661,99649.000000,0.001437,2,1
3,6.000000,6.450559,0.000952,0.000146,499524.000000,3199531.236054,24995.312361,99927.000000,0.000479,4,1
4,11.000000,5.459138,0.006492,0.000726,496754.000000,3197678.067930,24990.627069,99645.000000,0.001171,2,1
3,7.000000,6.542847,0.000994,0.000153,499503.000000,3199511.607514,24995.116075,99924.000000,0.000559,4,1
1,8.000000,4.065202,0.006508,0.000727,496746.000000,3197674.002728,24990.616906,99644.000000,0.000213,2,1
2,9.000000,4.519162,0.006544,0.000730,496728.000000,3197664.964404,24990.594311,99642.000000,0.000479,2,1
16,8.000000,7.995698,0.006800,0.000770,496600.000000,3197537.033235,24989.954655,99626.000000,0.003406,2,1
9,6.000000,6.051730,0.006908,0.000787,496546.000000,3197482.567669,24989.682327,99617.000000,0.001437,2,1
4,8.000000,7.646589,0.001058,0.000162,499471.000000,3199481.021156,24994.810212,99920.000000,0.000852,4,1
1,5.000000,4.626716,0.001068,0.000164,499466.000000,3199476.394440,24994.763944,99919.000000,0.000133,4,1
16,8.000000,7.995698,0.007164,0.000827,496418.000000,3197354.636500,24989.042671,99601.000000,0.003406,2,1
6,5.000000,5.340891,0.007224,0.000837,496388.000000,3197322.591154,24988.882444,99595.000000,0.000798,2,1
