num_vms,cpu_req,mem_req,storage_req,network_req,acc_req,rho_acc,requested_instructions,util_cpu_before,util_mem_before,avail_cpu_before,avail_mem_before,avail_storage_before,avail_accelerators_before,total_cpu,total_mem,total_storage,total_accelerators,avail_network,total_network,util_network,cpu_idle_power,cpu_max_power,acc_idle_power,acc_max_power,compute_cap_per_cpu,compute_cap_acc,running_vms,overcommit_cpu,overcommit_mem,num_tasks,energy_kwh,chosen_hw_type,accepted
25,82.000000,414.828452,0.826479,0.082648,1,0.950000,40239465069.137260,0.000000,0.000000,64000.000000,512000.000000,2000.000000,8000.000000,64000.000000,512000.000000,2000.000000,8000.000000,40.000000,40.000000,0.000000,5.093750,6.881712,176.800000,225.000000,4400.040000,507494.400000,0,0.000000,0.000000,0,0.000000,-1,0
15,121.000000,944.836033,1.867471,0.186747,0,0.000000,184096524428.621185,0.000000,0.000000,64000.000000,512000.000000,2000.000000,0.000000,64000.000000,512000.000000,2000.000000,0.000000,40.000000,40.000000,0.000000,5.093750,6.881712,0.000000,0.000000,4400.040000,0.000000,0,0.000000,0.000000,0,0.000000,-1,0
24,32.000000,107.089897,0.234089,0.023409,0,0.000000,40170048014.340012,0.000000,0.000000,64000.000000,512000.000000,2000.000000,0.000000,64000.000000,512000.000000,2000.000000,0.000000,39.976591,40.000000,0.000000,5.093750,6.881712,0.000000,0.000000,4400.040000,0.000000,0,0.000000,0.000000,0,0.012774,1,1
5,70.000000,376.886141,0.916662,0.091666,0,0.000000,69999447944.573792,0.012000,0.005020,63232.000000,509429.842465,1994.381862,0.000000,64000.000000,512000.000000,2000.000000,0.000000,39.976591,40.000000,0.000585,5.093750,6.881712,0.000000,0.000000,4400.040000,0.000000,24,0.000000,0.000000,1,0.000000,-1,0
16,63.000000,277.873879,0.581918,0.058192,1,0.950000,26482867333.797211,0.000000,0.000000,64000.000000,512000.000000,2000.000000,8000.000000,64000.000000,512000.000000,2000.000000,8000.000000,39.976591,40.000000,0.000585,5.093750,6.881712,176.800000,225.000000,4400.040000,507494.400000,0,0.000000,0.000000,1,0.000000,-1,0
13,55.000000,227.423444,0.491828,0.049183,0,0.000000,21415301275.632950,0.012000,0.005020,63232.000000,509429.842465,1994.381862,0.000000,64000.000000,512000.000000,2000.000000,0.000000,39.976591,40.000000,0.000585,5.093750,6.881712,0.000000,0.000000,4400.040000,0.000000,24,0.000000,0.000000,1,0.000000,-1,0
31,93.000000,490.598917,0.961784,0.096178,0,0.000000,47850337632.862076,0.012000,0.005020,63232.000000,509429.842465,1994.381862,0.000000,64000.000000,512000.000000,2000.000000,0.000000,39.976591,40.000000,0.000585,5.093750,6.881712,0.000000,0.000000,4400.040000,0.000000,24,0.000000,0.000000,1,0.000000,-1,0
11,99.000000,697.597708,1.453568,0.145357,0,0.000000,134428111032.782166,0.012000,0.005020,63232.000000,509429.842465,1994.381862,0.000000,64000.000000,512000.000000,2000.000000,0.000000,39.976591,40.000000,0.000585,5.093750,6.881712,0.000000,0.000000,4400.040000,0.000000,24,0.000000,0.000000,1,0.000000,-1,0
3,59.000000,254.875890,0.712404,0.071240,0,0.000000,45488459964.044609,0.012000,0.005020,63232.000000,509429.842465,1994.381862,0.000000,64000.000000,512000.000000,2000.000000,0.000000,39.976591,40.000000,0.000585,5.093750,6.881712,0.000000,0.000000,4400.040000,0.000000,24,0.000000,0.000000,1,0.000000,-1,0
25,82.000000,414.828452,0.826479,0.082648,1,0.950000,40239465069.137260,0.000000,0.000000,64000.000000,512000.000000,2000.000000,8000.000000,64000.000000,512000.000000,2000.000000,8000.000000,39.976591,40.000000,0.000585,5.093750,6.881712,176.800000,225.000000,4400.040000,507494.400000,0,0.000000,0.000000,1,0.000000,-1,0
15,121.000000,944.836033,1.867471,0.186747,0,0.000000,184096524428.621185,0.012000,0.005020,63232.000000,509429.842465,1994.381862,0.000000,64000.000000,512000.000000,2000.000000,0.000000,39.976591,40.000000,0.000585,5.093750,6.881712,0.000000,0.000000,4400.040000,0.000000,24,0.000000,0.000000,1,0.000000,-1,0
24,32.000000,107.089897,0.234089,0.023409,0,0.000000,40170048014.340012,0.012000,0.005020,63232.000000,509429.842465,1994.381862,0.000000,64000.000000,512000.000000,2000.000000,0.000000,39.953182,40.000000,0.000585,5.093750,6.881712,0.000000,0.000000,4400.040000,0.000000,24,0.000000,0.000000,1,0.012774,1,1
5,70.000000,376.886141,0.916662,0.091666,0,0.000000,69999447944.573792,0.024000,0.010040,62464.000000,506859.684931,1988.763723,0.000000,64000.000000,512000.000000,2000.000000,0.000000,39.953182,40.000000,0.001170,5.093750,6.881712,0.000000,0.000000,4400.040000,0.000000,48,0.000000,0.000000,2,0.000000,-1,0
16,63.000000,277.873879,0.581918,0.058192,1,0.950000,26482867333.797211,0.000000,0.000000,64000.000000,512000.000000,2000.000000,8000.000000,64000.000000,512000.000000,2000.000000,8000.000000,39.953182,40.000000,0.001170,5.093750,6.881712,176.800000,225.000000,4400.040000,507494.400000,0,0.000000,0.000000,2,0.000000,-1,0
13,55.000000,227.423444,0.491828,0.049183,0,0.000000,21415301275.632950,0.024000,0.010040,62464.000000,506859.684931,1988.763723,0.000000,64000.000000,512000.000000,2000.000000,0.000000,39.953182,40.000000,0.001170,5.093750,6.881712,0.000000,0.000000,4400.040000,0.000000,48,0.000000,0.000000,2,0.000000,-1,0
