train_preset,test_preset,num_hw_types_train,num_hw_types_test,avg_energy_per_task,acceptance_rate,sla_compliance_rate,avg_reward,is_same_config
medium,small,3,2,0.0004312845369674902,0.349,0.9197707736389684,-6.345999999999954,False
medium,medium,3,3,0.0012261166657200103,0.539,0.9183673469387755,33.21431437396748,True
medium,large,3,4,0.0015638173814239182,0.677,0.9379615952732644,61.62204028452127,False
medium,enterprise,3,6,0.0017072593439829023,0.798,0.924812030075188,86.86962897665686,False
medium,high_load,3,3,0.0007775111443298332,0.307,0.9218241042345277,-15.241999999999871,False
medium,stress_test,3,2,0.0006004686394862911,0.153,0.9150326797385621,-47.93800000000067,False
