episode,reward,policy_loss,value_loss,entropy_loss
28,-17.369764654804086,-0.005390181348775514,2.5937342389215603,0.16455631237477064
29,12.315232877943075,-0.010492633483954706,3.1910126864039356,0.2021578051848337
30,-9.063638652285842,-0.008965488565445412,4.08893515652054,0.17911465296056123
31,-57.65297563183672,-0.009874062674498418,2.557412913153311,0.14733364128042012
32,-32.97116185990989,-0.005883305669703987,3.1829700463865738,0.17698731288546696
33,-1.518713762598813,-0.010999628197168931,3.3267278298254768,0.21231028013862668
34,20.793750749917812,-0.006103167327819392,3.0904510169132675,0.18124804969411343
35,-26.01224715436274,-0.0080684579017543,3.471008103413799,0.19350589124951512
36,-11.675965006420885,-0.009877025395689997,2.5732297600171563,0.1748649257933721
37,-15.997752699940047,-0.009304536128911422,3.4611342878481666,0.21091825840994716
38,-0.8695534301603951,-0.007494467878132127,2.24965914600342,0.17938053517136723
39,-64.85999999999974,-0.004718454040266806,2.8645416072790115,0.14208480127854273
40,-34.94043376568054,-0.00623690167631139,2.5293544116219957,0.17733104173094033
41,-12.800991028968985,-0.006910540309036151,3.6925275489440366,0.19575317001435905
42,-28.906859394552534,-0.0071785518775868695,2.8586508474067727,0.1925509439315647
43,-14.40897108238413,-0.005418019017088227,2.0352920879657335,0.13664224052336066
44,-9.234355636191651,-0.005634763695707079,2.094977265128841,0.16270116098457948
45,-3.5489401764874895,-0.007160824578022584,2.4610671973808413,0.1630135781946592
46,-13.081855807925056,-0.009209931298028096,3.1806818110368646,0.16704001890029757
47,-7.063624261340474,-0.003641457479716337,3.5404717763019526,0.1158229953260161
48,-26.662710703691744,-0.005455439669458428,4.359731499044596,0.12541978436056525
49,-8.55547892683562,-0.007912059417139971,3.8233197507246834,0.10224038005108013
50,37.55882818465233,-0.0062844083113304805,2.947084635503553,0.1468356562545523
51,13.195757110714474,-0.006064484101125344,3.1569767298379166,0.12651243985164912
52,-11.649574554519141,-0.00484574005677132,2.5712198168947906,0.12427606467390433
53,9.090975360610962,-0.005962260867818259,3.2439592761895932,0.12800882626324891
54,-15.671190556900473,-0.006545614130300237,4.139112032571248,0.11928276780527085
55,-71.8199999999997,-0.0025958071928471327,3.215878720777887,0.07935398816480302
56,1.4032409928264298,-0.0029579628240753663,3.511468432052092,0.12831093457061798
57,-16.81528702949712,-0.007786770380334929,4.941251059800111,0.17641184916719793
58,21.760734372283274,-0.01187973267333291,2.9926706903581106,0.16951330588199198
59,-64.36240260255138,-0.010960065614108316,2.7075223810979994,0.1548409188981168
60,-66.56999999999974,-0.008665625639696372,2.71888751069448,0.2021292122080922
61,-34.325902956301576,-0.006111389034776949,2.3305730097653314,0.12811759639298542
62,-13.594502325460441,-0.007546948702656664,2.470773699898634,0.17453929169569166
63,20.513915019700345,-0.005086474437121069,2.034184295375318,0.09226142686093226
64,-25.807085492928,-0.005133843848307151,2.609803864173986,0.1021535649546422
65,-38.22169124839074,-0.004670319608703721,3.945687844780326,0.12462544974405318
66,-20.733966564272308,-0.003814249101560563,2.9843426021602535,0.14212962856981903
67,6.610829651020057,-0.0068013245156180345,2.631451969252922,0.16564372731372715
68,-39.977495774876,-0.0059920510917436335,2.8591560317562417,0.12846391078783198
69,-27.718833255301494,-0.0062448002870951315,3.7520103856761047,0.12777505461126565
70,-4.815366225390741,-0.007125878203805769,3.8531630492381472,0.1430211848812178
71,-2.007080880872758,-0.007303986797342077,3.6435067720499306,0.12024318861076608
72,14.287342144776659,-0.0037553962552919983,3.642405955929081,0.11430230634287
73,-2.5673779980159077,-0.007758561336959247,4.059695197315823,0.20045570631045848
74,-31.955730096704393,-0.006313659041916253,2.8377863552949942,0.13692542103817687
75,-3.3138567930561016,-0.009490614643482331,3.8440710162903153,0.19543270310387015
76,17.479962412020722,-0.005664086836986826,2.399886818097822,0.09525750203174539
77,-19.542845272880257,-0.005356360165387741,2.508164120487389,0.1458892706548795
78,-16.9853863082459,-0.0069961069591954585,2.6499446070284898,0.12086183187784627
79,-32.077223174451326,-0.008878353663021699,3.141952852541948,0.13550694109871983
80,24.23836958954171,-0.005098096090659965,2.9626598933903425,0.12591002880362795
81,52.514235713151585,-0.0076004427075531565,6.064787326101237,0.3311467034742236
82,32.2261467925098,-0.004429090891790111,4.989021606413646,0.2719085256103426
83,5.95301423794526,-0.0074038828490301965,3.555506141567374,0.2653329470194876
84,23.419298349470246,-0.004099287522694795,4.73158189920206,0.27506595659069716
85,13.070885897272916,-0.005286680998688098,3.63226953259392,0.2299532518722117
86,-27.03143441616649,-0.00497853780616424,3.7727134943900063,0.23224443776998668
87,21.080735596965738,-0.005647507260437124,4.110411577324416,0.2450712660793215
88,12.301172985589307,-0.003997262372831756,4.327858578191159,0.15967683896888046
89,32.38479716382813,-0.0078048636380117385,4.224549770558221,0.2628146328497678
90,42.71627849712356,-0.003104900564721902,5.247505982382868,0.1973259654128924
91,57.757070928829876,-0.007628179898892995,4.315009028818908,0.19850959272589536
92,32.764207972880435,-0.003356702801102074,3.9238168552982997,0.18435630633030087
93,-5.345509568021846,-0.005688293123967014,3.8952328516879886,0.17869480955414474
94,29.010592135311995,-0.007184403033170384,3.832774280716818,0.27462227595970035
95,-0.3216969418107501,-0.008108624429587508,4.102429478357356,0.3429822871461511
96,3.9193564556891864,-0.008262767007545335,5.328658421442883,0.21255383137613534
97,1.0558363399450676,-0.009990296274918365,4.770101033779549,0.3174966613762081
98,57.85879473797654,-0.007662334764427214,3.347306150655239,0.22769658775068818
99,27.34445894713324,-0.0050780485042196235,4.481322720987729,0.29330987730063496
100,9.355487814951587,-0.004662621302122716,3.7554112086991887,0.21247907776851208
101,65.08912023079264,-0.00417773067674716,3.8507125382465452,0.23624900304712354
102,26.96783729446718,-0.004893773172807414,4.10176890078486,0.31846394487656654
103,43.97097986953305,-0.006332369009032846,4.110892097916952,0.3203537780791521
104,29.685159331315006,-0.006099089406779968,5.572200040663221,0.3350212587509304
105,18.69026470243036,-0.010710129686049185,5.058228188789437,0.3861162449233234
106,-10.598160505386549,-0.006745518941170303,4.11327257783571,0.26317988224327565
107,69.17837990798617,-0.006508228352322476,4.597767229326115,0.2735286386683583
108,50.26388628595345,-0.006905469524645014,4.193533606448919,0.28892989293672144
109,15.07789869823549,-0.005351097712991759,4.243660245424949,0.2943184183910489
110,21.97745915308569,-0.00572599269944476,4.897335792676699,0.2858218186534941
111,44.04124154154437,-0.004467721242690459,5.690732467584449,0.22712458823807538
112,53.41417397272554,-0.005616739055767539,4.720208873047535,0.18819582383148373
113,21.95539324763441,-0.0069429174589458855,4.867877756253714,0.34073275816626847
114,32.64599022682736,-0.006444678915249824,5.060135766402167,0.2406260032672435
115,38.838362125602586,-0.005619054941053037,3.9630369149977325,0.2735134309157729
116,48.67146152013139,-0.004334190263762139,4.3961828826924805,0.22670786243397742
117,38.7610399397455,-0.006438136912038317,5.0590117905858065,0.21305804904550313
118,25.118138702648206,-0.007375645990032353,4.5680664651516505,0.2809172184672207
119,25.675761761566243,-0.007592378557819757,4.038325529239971,0.26808673902414737
120,-10.100429190047933,-0.004257387695179205,4.983036600492088,0.25260744742117824
121,26.41539714119116,-0.006503773330405238,4.548573008053017,0.3273806676734239
122,57.404725385418715,-0.005804768852249254,5.237439293310373,0.22462263917550446
123,43.69946231975345,-0.007266277550661471,4.720418253570698,0.24209112036041916
124,42.6340416580942,-0.005123120776261203,4.675235464931732,0.23381792372092605
125,30.225712039768503,-0.007232916450448101,4.183366025379121,0.2606855019461364
126,74.33189431165441,-0.006954153790138662,5.02288635693399,0.25733458530157804
127,26.129366861274065,-0.0061587212789163456,5.066285084759708,0.24795154039748013
128,42.105990435721175,-0.004898057942045853,6.640540645480845,0.2698957880958915
129,20.02385405482762,-0.008246651466288312,3.8114932242789523,0.29441128969192504
130,42.71921852873359,-0.006572833788231947,4.341936758284844,0.2597878959495574
131,44.9670774503058,-0.0069822413228393995,3.8548997989708433,0.2870558054652065
132,42.90602736512548,-0.004695517051732168,3.8512865298690677,0.23794066244736314
133,39.16874238824117,-0.005055048183567124,4.0796768270790285,0.2507728782482445
134,65.62453574712418,-0.005413936750846915,4.082925178236366,0.2588122520130128
135,35.843424763473685,-0.004929456450918223,3.8632902857257947,0.2372311154846102
136,39.59775871866286,-0.0045580245096061844,6.992928179481422,0.24925515223294498
137,32.15805568436013,-0.002594388091529254,5.277074734974118,0.22181669427081943
138,27.86398983916837,-0.004020245120045729,4.177592833913577,0.2110400464851409
139,43.44012532920776,-0.0021627472204272637,4.917202080500863,0.25662426971830427
140,22.1253030107585,-0.0023676542252360376,4.091029903684248,0.2126203567488119
141,46.76470848933227,-0.005919849100610009,4.59538826060509,0.24748083339072763
142,-9.277572075672607,-0.006147942195093492,4.434010155752194,0.2553366669919342
143,27.466339067361222,-0.004016317462082952,4.588061777498412,0.18100130665116013
144,24.216279866248925,-0.004483499607158592,5.411842060683157,0.2545027936343104
145,5.904241834684562,-0.010120523242949275,4.57189528701859,0.42420116169378164
146,22.265935659018965,-0.008314125520701054,4.645453994678657,0.3223944631870836
147,30.150506167137568,-0.007207499338437629,4.053809229418347,0.26745652430690825
148,53.627222020971516,-0.005288856266997754,4.1799040551096525,0.30533435195684433
149,45.56819977047937,-0.007529816224268871,4.601501686332867,0.30606699930503967
150,29.403892098623984,-0.006701200325915124,3.893673889552204,0.32838218761608007
151,36.64693686947129,-0.004387341098117758,5.041739636113624,0.22885024789720773
152,53.3360396409257,-0.0069283803954022,5.347663149061181,0.2786023556254804
153,51.176867952849584,-0.005522743459005141,4.358183261601968,0.3095657592639327
154,6.803500047416101,-0.004281823982455535,4.511840631650177,0.21031845579855143
155,29.76202431854768,-0.005090306952479295,3.9069796431271415,0.2509622404817492
156,32.07332370793243,-0.006063521005853545,5.445935643836409,0.23871858331840484
157,16.5101482470358,-0.004879355718730949,5.65485164624342,0.22268380222376435
158,16.765837740873334,-0.004661074405157705,4.499366625398723,0.19794653481803834
159,34.80393141969554,-0.003398020450549666,3.976484384580632,0.13435054421424866
160,9.629784817851629,-0.0035249501408543436,5.015392197766366,0.15207975876983254
161,16.382958461956253,-0.005558797150297323,5.591784039822706,0.19563460398931057
162,33.17002009194119,-0.002511110571504105,5.410130210778123,0.19698548316955566
163,28.525605159601575,-0.0027510215502843495,4.529897388219258,0.19784061680547893
164,28.390142406400873,-0.004514757423021365,5.143367119081575,0.22861840105615555
165,37.7903920940508,-0.006398931054354762,5.182210091139336,0.2670155469793826
166,-6.678805001189929,-0.004998981537210056,4.504664296541966,0.23090126819442958
167,70.60887708773994,-0.0039441899141820615,4.1711677909930405,0.2034004759043455
168,21.38251892238927,-0.0031742833962198347,5.96543985146801,0.21297168049495668
169,30.34168412063577,-0.004812420753296465,5.679179507106297,0.27188137648627164
170,38.46443130642758,-0.006329079402348725,3.884166230618053,0.2268188484478742
171,39.660182655688786,-0.0063849859019683205,5.054654669074855,0.2387034916318953
172,10.217622996808238,-0.004435028960870113,4.0852130608248185,0.22039888745639474
173,45.77520613012073,-0.003764698499799124,4.78918866336911,0.2429492271039635
174,62.355274456625054,-0.006073045698940405,5.330541740846661,0.2287492769304663
175,72.65218341347541,-0.0038295355239824857,3.8051934772562817,0.21938644596375526
176,43.87555669896107,-0.004745656599698123,6.754232411959654,0.2061758262105286
177,43.41701729273006,-0.002514005033299327,5.072480906056785,0.2029573247069493
178,52.415038177302556,-0.004916963577852584,4.5834920266894565,0.18654420517850667
179,47.746862083658,-0.003809259182889946,4.251751256771703,0.1825695311650634
180,36.78641584768145,-0.0037463038592250087,4.143832601742502,0.2319387944880873
181,35.371079651825184,-0.0064953563254675824,4.032319529702003,0.19281394702848048
182,-6.543335183165728,-0.0042699586556409486,5.249885024739429,0.20073008346371352
183,36.008434506404846,-0.0051585269640781915,5.706172477666799,0.2247149817412719
184,54.02495812540572,-0.004676220516557805,4.869530587306551,0.2186251496197656
185,6.389329515423624,-0.0015824675509065855,5.545956022028592,0.15160767323104665
186,30.540199462518572,-0.0030359154014149682,5.876014357564911,0.14587646095314993
187,46.46669803844849,-0.004798639220825862,4.9444790324377355,0.22779010571539401
188,-5.235497754339835,-0.008440840391722304,4.330339006159142,0.19169923765584826
189,34.65477012403676,-0.00538884701745701,4.681209915786851,0.19568510826211422
190,54.23163384398516,-0.0031911205463984516,4.722333805321038,0.17102557355538012
191,62.632936249263864,-0.004721877806878183,4.003505870214822,0.20860496771056206
192,50.415062251059936,-0.004707159640020109,6.260801799174288,0.19904057804960756
193,4.878790380888073,-0.004126916095992783,4.457593598127874,0.23223402369767426
194,54.93138363219306,-0.004974779581243638,4.940006123784843,0.17772725499235092
195,15.252243601156351,-0.003641014996537706,5.04975093457582,0.17036887237336487
196,57.470688716975914,-0.004475159262801754,4.280952650794467,0.16798042664304375
197,79.25499410583456,-0.004507446522620739,3.5652922866481362,0.2096199920400977
198,32.00561473398783,-0.004386837307538372,4.0531189233518585,0.191026942897588
199,58.624315066340365,-0.004311799535207684,4.656575942227511,0.1724165697116405
200,52.004855327712384,-0.002360119662625948,6.3898165667170534,0.2083656535251066
201,21.090144582806857,-0.0032380131971876834,5.631257812922924,0.20422023702412845
202,38.95055369810331,-0.0037234075382002628,4.267169988863369,0.16851173071190714
203,60.344112259400546,-0.004497779463417828,5.364126095414241,0.17278288737870753
204,27.195219619349402,-0.0022886414430104197,4.187074858688995,0.15643427518662065
205,52.114023681621845,-0.0029272314026457026,3.9282771875489972,0.17994638285599648
206,36.39057925848228,-0.0025757370291103142,5.647928357436225,0.19361808602698147
207,58.129811907367625,-0.0033776826960092874,4.031231233701897,0.16868639017920942
208,53.69192212785418,-0.0027433703515271192,5.39488555939315,0.16975462324917318
209,33.32026824015129,-0.0008009227698494214,7.297557635825656,0.1933505977736786
210,-5.562697364085427,-0.003317389466974419,4.360750772019044,0.16272719430271537
211,43.2217294747443,-0.0020662107766838745,4.494118086075926,0.196581345400773
212,36.249864197595564,-0.0039160757136414755,5.559816010331575,0.20032028686255215
213,60.134918292048475,-0.003176245475333417,5.385049991628227,0.16848964625969529
214,63.87705651210002,-0.002089895205426728,4.454706903662748,0.13649718364467844
215,61.28986157851652,-0.0033613690146012233,5.217439555534286,0.18974717981182038
216,30.539052769480495,-0.0030453329869487788,5.042102832160692,0.21817665216512977
217,6.327564615191697,-0.0018289393643499351,6.821886909371807,0.2088300524512306
218,2.0108413329110215,-0.0029571352773928084,4.657231750366943,0.15161638184217735
219,50.99367878654093,-0.0023187935235910117,4.249976988393906,0.16876955064944923
220,8.36498065146414,-0.0016260304611932952,3.899948220542039,0.16700647573452443
221,57.17202158316752,-0.0015187116085144225,4.792608194534781,0.17070215232670308
222,27.347389967767768,-0.002561311594035942,5.0693716268366416,0.15595950661227106
223,44.90795533169958,-0.0012232142878929153,4.508813167418252,0.11047876707743853
224,-1.9266355112124578,-0.0015481919639569242,4.695414453380767,0.13580714348936454
225,25.545574091284607,-0.0028396895548212344,5.08182076195731,0.17304368200711906
226,44.424942649371026,-0.0008796901003734093,4.094279160354077,0.11637793236877769
227,-11.971435087663046,-0.002924665724276565,5.466744498051173,0.15942134635988622
228,95.54110009557023,-0.002738624196354067,4.914643764444608,0.19156414249446244
229,40.006118958839984,-0.0017078207943995948,4.642567468063887,0.21418944194447248
230,55.015171704914906,-0.0019524986200849526,5.178088257995791,0.17768752863630652
231,42.45403533245164,-0.002399217044876423,4.200492851708823,0.17309507969766855
232,40.23170991433945,-0.0016890638740733265,6.1909178932017594,0.1759811785304919
233,54.63901085728303,-0.00034579199673316906,5.2980674286184,0.16136228706454858
234,31.72261182065966,-0.002317668370960746,5.068666516811481,0.1375130604719743
235,28.384192149619565,-0.0006609121162910014,3.682881722244595,0.1288092546747066
236,36.61093913924078,-0.0015316122022341005,4.5717162367292605,0.13623032812029123
237,3.0980608878835527,-0.0014730251146829686,4.715346678135271,0.12454272562172264
238,6.045208597633549,-0.0015502420515986159,4.823428952859128,0.15967897833324968
239,31.205921295360252,-0.0028155808075098323,4.87506969066561,0.15957983457483352
240,15.134180495418166,-0.0009543555774143897,5.855578425783163,0.1157049904577434
