config_name,energy_weight,sla_weight,rejection_penalty,avg_energy_per_task,acceptance_rate,sla_compliance_rate,avg_reward,total_energy,total_accepted,total_tasks
full,0.6,0.2,0.8,0.0010490550701391591,0.5925,0.9518987341772152,44.45336112689096,1.2431302581149035,1185,2000
no_energy,0.0,0.4,0.8,0.0009760372103474151,0.5705,0.9535495179666958,39.891362200448086,1.1136584570064005,1141,2000
no_sla,0.6,0.0,0.8,0.0012338167468363942,0.539,0.9332096474953617,33.23724230526223,1.330054453089633,1078,2000
no_rejection_penalty,0.6,0.2,0.0,0.0013076778343409632,0.52,0.9278846153846154,29.02923775538276,1.3599849477146018,1040,2000
no_acceptance_bonus,0.6,0.2,0.8,0.0010521464984953564,0.5765,0.9470945359930616,41.18833191736228,1.213124912765146,1153,2000
aggressive_accept,0.4,0.2,1.2,0.0011262551819030467,0.5765,0.9375542064180399,40.94311931283753,1.2985722247342129,1153,2000
