num_vms,cpu_req,mem_req,util_cpu_before,util_mem_before,avail_cpu_before,avail_mem_before,avail_storage_before,avail_accelerators_before,energy_kwh,chosen_hw_type,accepted
1,3.000000,2.555549,0.000006,0.000001,499997.000000,3199997.444451,24999.974445,99999.000000,0.000080,2,1
1,5.000000,4.864382,0.000016,0.000002,499992.000000,3199992.580068,24999.967058,99998.000000,0.000133,2,1
1,4.000000,4.188707,0.000024,0.000004,499988.000000,3199988.391361,24999.960234,99997.000000,0.000106,2,1
2,3.000000,2.670446,0.000036,0.000005,499982.000000,3199983.050470,24999.933529,99995.000000,0.000160,2,1
1,3.000000,2.555549,0.000042,0.000006,499979.000000,3199980.494921,24999.907974,99994.000000,0.000080,2,1
1,5.000000,4.864382,0.000052,0.000008,499974.000000,3199975.630539,24999.900587,99993.000000,0.000133,2,1
2,8.000000,7.713378,0.000084,0.000012,499958.000000,3199960.203782,24999.881064,99991.000000,0.000426,2,1
2,7.000000,6.698595,0.000112,0.000017,499944.000000,3199946.806591,24999.863233,99989.000000,0.000373,2,1
2,3.000000,2.670446,0.000124,0.000018,499938.000000,3199941.465700,24999.836529,99987.000000,0.000160,2,1
1,4.000000,4.188707,0.000132,0.000020,499934.000000,3199937.276993,24999.829705,99986.000000,0.000106,2,1
2,8.000000,7.713378,0.000164,0.000024,499918.000000,3199921.850237,24999.810183,99984.000000,0.000426,2,1
2,3.000000,2.670446,0.000176,0.000026,499912.000000,3199916.509346,24999.783478,99982.000000,0.000160,2,1
1,5.000000,4.864382,0.000186,0.000028,499907.000000,3199911.644963,24999.776091,99981.000000,0.000133,2,1
2,7.000000,6.698595,0.000214,0.000032,499893.000000,3199898.247773,24999.758260,99979.000000,0.000373,2,1
2,4.000000,3.823295,0.000230,0.000034,499885.000000,3199890.601183,24999.681794,99977.000000,0.000213,2,1
1,4.000000,4.188707,0.000238,0.000035,499881.000000,3199886.412476,24999.674970,99976.000000,0.000106,2,1
2,4.000000,3.823295,0.000254,0.000038,499873.000000,3199878.765887,24999.598505,99974.000000,0.000213,2,1
2,3.000000,2.670446,0.000266,0.000040,499867.000000,3199873.424996,24999.571800,99972.000000,0.000160,2,1
2,8.000000,7.713378,0.000298,0.000044,499851.000000,3199857.998239,24999.552278,99970.000000,0.000426,2,1
2,4.000000,3.823295,0.000314,0.000047,499843.000000,3199850.351650,24999.475812,99968.000000,0.000213,2,1
1,5.000000,4.864382,0.000324,0.000048,499838.000000,3199845.487268,24999.468425,99967.000000,0.000133,2,1
2,8.000000,7.713378,0.000356,0.000053,499822.000000,3199830.060511,24999.448903,99965.000000,0.000426,2,1
2,4.000000,3.823295,0.000372,0.000055,499814.000000,3199822.413921,24999.372437,99963.000000,0.000213,2,1
1,5.000000,4.864382,0.000382,0.000057,499809.000000,3199817.549539,24999.365050,99962.000000,0.000133,2,1
1,3.000000,2.555549,0.000388,0.000058,499806.000000,3199814.993990,24999.339494,99961.000000,0.000080,2,1
2,8.000000,7.713378,0.000420,0.000063,499790.000000,3199799.567233,24999.319972,99959.000000,0.000426,2,1
1,5.000000,4.864382,0.000430,0.000064,499785.000000,3199794.702851,24999.312585,99958.000000,0.000133,2,1
2,8.000000,7.713378,0.000462,0.000069,499769.000000,3199779.276094,24999.293063,99956.000000,0.000426,2,1
