timestamp,task_id,num_vms,cpu_req,mem_req,chosen_cell,chosen_hw_type,accepted,util_cpu_before,util_mem_before,avail_cpu_before,avail_mem_before,avail_storage_before,avail_accelerators_before,energy_kwh,processing_time_sec
612,10439,3,6,6.45056,0,1,1,0.0372,0.00568658,481400,3.1818e+06,24818,97132,0,0
612,10483,1,5,4.62672,0,1,1,0.03763,0.00574743,481185,3.18161e+06,24816.1,97110,0,0
612,10441,11,7,6.55021,0,1,1,0.260352,0.0297399,369824,3.10483e+06,24608.5,85643,0,0
612,10485,16,8,7.9957,0,1,1,0.253832,0.0290071,373084,3.10718e+06,24617.4,85880,0,0
613,10451,2,5,5.1111,0,1,1,0.03722,0.00568977,481390,3.18179e+06,24817.9,97130,0,0
613,10496,6,14,7.1324,0,1,1,0.254,0.0290205,373000,3.10713e+06,24617.3,85874,0,0
613,10453,4,12,5.90959,0,1,1,0.260448,0.0297473,369776,3.10481e+06,24608.5,85639,0,0
613,10498,4,8,7.64659,0,1,1,0.037694,0.00575698,481153,3.18158e+06,24815.8,97106,0,0
613,10500,6,5,5.34089,0,1,1,0.25406,0.0290305,372970,3.1071e+06,24617.1,85868,0,0
613,10455,4,11,5.45914,0,1,1,0.260536,0.0297541,369732,3.10479e+06,24608.4,85635,0,0
613,10502,8,16,7.80892,0,1,1,0.254316,0.02905,372842,3.10704e+06,24616.9,85860,0,0
613,10457,1,5,4.56641,0,1,1,0.03723,0.0056912,481385,3.18179e+06,24817.9,97129,0,0
613,10459,1,8,4.0652,0,1,1,0.260552,0.0297554,369724,3.10478e+06,24608.4,85634,0,0
613,10504,3,7,6.54285,0,1,1,0.037736,0.00576312,481132,3.18156e+06,24815.6,97103,0,0
613,10461,1,5,4.62672,0,1,1,0.03724,0.00569265,481380,3.18178e+06,24817.8,97128,0,0
613,10506,3,5,4.54893,0,1,1,0.254346,0.0290543,372827,3.10703e+06,24616.9,85857,0,0
613,10508,9,6,6.05173,0,1,1,0.254454,0.0290713,372773,3.10697e+06,24616.6,85848,0,0
613,10463,2,9,4.51916,0,1,1,0.260588,0.0297582,369706,3.10477e+06,24608.4,85632,0,0
