energy_weight,avg_energy_per_task,acceptance_rate,sla_compliance_rate,avg_reward,total_energy,total_accepted,total_tasks
0.5,0.0010529834684544527,0.5928,0.9456815114709851,68.88887628998336,3.1210430004989975,2964,5000
0.6,0.0011077729554096302,0.5952,0.9351478494623656,69.26223042082648,3.2967323152990593,2976,5000
0.7,0.0009373138948738922,0.5778,0.943232952578747,66.52836896879374,2.7078998422906744,2889,5000
0.8,0.0011492967049384335,0.584,0.9294520547945205,67.28964864519702,3.355946378420226,2920,5000
0.9,0.0010290034904133927,0.5734,0.9476805022671783,65.75053862285414,2.950153007015197,2867,5000
0.95,0.0010485401282764577,0.5838,0.9383350462487153,67.35150826583293,3.0606886344389803,2919,5000
