train_preset,test_preset,num_hw_types_train,num_hw_types_test,avg_energy_per_task,acceptance_rate,sla_compliance_rate,avg_reward,is_same_config
medium,small,3,2,0.0006833314531767031,0.344,0.9316860465116279,-7.197503273103868,False
medium,medium,3,3,0.0009893807329901187,0.571,0.9518388791593695,40.005160239472495,True
medium,large,3,4,0.0012355165660721602,0.7085,0.9428369795342273,68.34883375713365,False
medium,enterprise,3,6,0.0013578381306807248,0.756,0.951058201058201,78.35063748033905,False
medium,high_load,3,3,0.00031313005512289345,0.3535,0.9504950495049505,-5.675999999999829,False
medium,stress_test,3,2,0.00034414160028915146,0.1795,0.9303621169916434,-42.339999999998966,False
