episode,reward,policy_loss,value_loss,entropy_loss
1,31.710539722297575,-0.01724246167577803,5.617303668358582,0.5553281835280359
2,-11.872399865467099,-0.015981772210398048,5.8491364643873265,0.5098146938718855
3,-10.530345577984633,-0.011603403907793108,6.192588841110785,0.5248152187094093
4,18.08731387190587,-0.011473406003642595,5.7120090906501355,0.47123660836368797
5,-22.825621389863652,-0.005680450671206927,4.339387688638194,0.44594904584810136
6,17.728543689656345,-0.007031675995676778,7.150525059796152,0.4145102250389755
7,56.37655553030681,-0.009477325279294745,4.082857428107441,0.3884556981734931
8,43.408067022862404,-0.007952186017791973,6.519421083305238,0.386908221244812
9,1.0840931773318103,-0.00622086527691863,7.348510441040462,0.35628242301754653
10,-6.554610974065469,-0.004762801346441847,5.946003805173737,0.33422228284180167
11,39.40187066885163,-0.008692804336897097,7.020959830203255,0.28921078420244156
12,-2.1375911855015417,-0.004085332654358354,5.619131758827848,0.33652237472124397
13,47.997007283431536,-0.005560358332513715,5.2732086916091285,0.32950499034486713
14,-0.1722659072805497,-0.00507918324728962,5.774947038867355,0.2896885335911065
15,1.601073709047971,-0.0036055779368325603,5.923776172425668,0.3640266947913915
16,22.08660059813011,-0.004222241333627608,6.0610124205311156,0.33953803074546157
17,-1.862957109014656,-0.004258216832386097,5.642227728828169,0.31796037987805903
18,9.63064670860703,-0.008766173108597286,4.922042025135314,0.3251635589636862
19,10.462467617439337,-0.008965021477933988,5.280337298891374,0.33915899698622526
20,18.617644346683768,-0.006640098014031537,5.456879432163325,0.27603408340364693
21,-1.3694787434905138,-0.005154753855458693,6.673929476346719,0.2939069765619934
22,-13.996815227810995,-0.00965860999567667,4.61495892359207,0.278300836822018
23,24.91358988915253,-0.004516348608012777,5.951313779783389,0.31705221054144206
24,15.357872942407393,-0.007705246594923665,5.754176924243384,0.32407966945320366
25,6.839332245427606,-0.00419285240714089,6.223597281424154,0.3137031550519168
26,-10.902796545253068,-0.0055722711913404055,5.138168259173648,0.28284584600478413
27,41.46168276029701,-0.0067495946223061765,7.660198192700267,0.3190269483719021
28,33.53761265312966,-0.004303681341116317,5.601017754872585,0.30755243874154986
29,65.70507392860152,-0.004014541528886184,5.445811682782418,0.3175379087217152
30,35.019594951441746,-0.00736152442113962,6.330293256465457,0.2662831979803741
31,-8.431833042552153,-0.006203518173424527,5.333151730984687,0.21999642280861736
32,1.9568732116842669,-0.006475426389079076,6.474175071288698,0.2663610205054283
33,-16.065554489281254,-0.003988480497173441,6.616316528817711,0.2827496450860053
34,-2.574227127370433,-0.002882393728941679,6.171743146931786,0.2668858567718416
35,7.286712008349652,-0.003994901320220378,6.965721261087104,0.26058242777362467
36,10.140342011335338,-0.003019712330205948,5.656618695288765,0.26131536983884873
37,26.811224915302724,-0.00369207024705247,5.84358369700947,0.2035835874732584
38,2.916291444196635,-0.005849210343149025,6.281903851981096,0.22221921377349646
39,32.30789180930382,-0.005452761789638316,5.515564723229302,0.22179940333589912
40,3.690491254574267,-0.005471413145278348,5.398889473253051,0.24739728798158467
41,48.737534755767236,-0.005138672325847438,7.185110049096292,0.26349286385811865
42,1.9229095414587039,-0.0039018970899633134,5.617321977971327,0.2686490819323808
43,-1.5198960518067488,-0.005915521985298255,5.738119072527291,0.23465314474888146
44,18.3579076714214,-0.004904709321272094,4.996353925343078,0.2175794541835785
45,-19.72598086962126,-0.004958686659665546,5.412097060527102,0.22054454181343316
46,18.798475216807272,-0.005599672446260228,6.99860517287932,0.27634698823094367
47,16.06007655709006,-0.007087164030963322,5.27963674601096,0.23176940181292593
48,42.20389644555698,-0.003556633830885403,7.218975258504682,0.26303038340993223
49,-22.179139791506586,-0.006231202875642339,6.448811139014227,0.20663521625101566
50,46.70169372207033,-0.005354812517180107,5.387043499742215,0.24986920710653066
51,36.22142914389841,-0.004839538873420679,5.535689194613192,0.21613033048342914
52,8.290686578173112,-0.0038355736804078335,5.48487897410395,0.19863001343328507
53,-14.375866717300646,-0.001558414534520125,5.111465628485658,0.19274845870677382
54,17.193884228068253,-0.003930711466819048,6.2826683617637835,0.19207554126624019
55,-23.894067492878204,-0.0034087947955413257,5.147894647132993,0.22364245904609562
56,18.02846246538637,-0.007194776046526385,5.065453818732192,0.25913092293776574
57,-9.848376429787155,-0.003259965645338525,7.003731942532669,0.28938733134418726
58,-0.2650170142102554,-0.0045549837304861285,4.944724998711838,0.22306322609074414
59,16.968222218428625,-0.005862820555921644,6.943559008967666,0.2138584264088422
60,22.476810001896208,-0.0076959783458733,5.897953929661691,0.2493324911221862
61,29.124431831645502,-0.004567141138977604,6.489467813454212,0.21382359378039836
62,-12.172489805024838,-0.002933368923550006,6.033857408298225,0.19376591949257999
63,8.521054359079029,-0.002507559875084553,4.720099043650576,0.25293032224290074
64,7.879077414479312,-0.003155370946478797,4.769969603949157,0.19499608902260662
65,34.32534906355595,-0.004107829436543397,7.374650671475996,0.2866682794876397
66,7.782007726804199,-0.004198388301119849,5.909820649605531,0.2454595198389143
67,38.24980155772203,-0.006424986397360044,6.753777382329934,0.22598076043650508
68,7.932475110872458,-0.00279775154122035,6.4792792996142055,0.21668602651916444
69,51.05515907605739,-0.003222834812186193,5.965300643526024,0.23275857290718704
70,-3.4634052822475647,-0.002771736511203926,6.796063045233498,0.22125642648898064
71,49.11397446438526,-0.005861706622090424,5.8584917171974435,0.2350589903537184
72,1.7167862101082463,-0.005011738378379959,5.982709000502977,0.23716419436968864
73,-26.415345035405068,-0.007108137134491699,5.682192215702352,0.27436192994937303
74,28.155560000189013,-0.005608415089955088,5.307089890907326,0.199562360602431
75,28.00085517159982,-0.005768319000344491,5.120228419604421,0.2476971172261983
76,23.607325356637247,-0.0046907730087696105,5.670420455687115,0.19674175772815944
77,-7.466262610746484,-0.0029405305642285383,6.064721107030564,0.14289546993095428
78,-14.492650169591796,-0.006199722374731209,6.142041997219182,0.21435544330161066
79,39.30595656941724,-0.006038427920429967,5.971048053184434,0.23926213392987847
80,-23.075788657039425,-0.005068989867868368,5.852326756737294,0.23817878877744078
81,-7.717652703762031,-0.004624599021917674,6.192581086123992,0.26834133272059263
82,58.61434236649751,-0.00572867759183282,5.935909894551933,0.19792344986926763
83,28.73085706603995,-0.006722460920718732,5.487323110776516,0.2640292812138796
84,9.832150845210034,-0.005301661293924553,7.3840320715808065,0.21168286828324198
