num_vms,cpu_req,mem_req,util_cpu_before,util_mem_before,avail_cpu_before,avail_mem_before,avail_storage_before,avail_accelerators_before,energy_kwh,chosen_hw_type,accepted
15,31.000000,15.617838,0.000930,0.000073,499535.000000,3199765.732433,24999.421497,99985.000000,0.012375,2,1
5,12.000000,11.628541,0.001050,0.000091,499475.000000,3199707.589729,24998.840070,99980.000000,0.001597,2,1
2,6.000000,5.699231,0.001074,0.000095,499463.000000,3199696.191268,24998.726085,99978.000000,0.000319,2,1
32,16.000000,15.987094,0.002098,0.000255,498951.000000,3199184.604253,24996.168150,99946.000000,0.013625,2,1
5,11.000000,11.351678,0.002208,0.000273,498896.000000,3199127.845863,24995.600566,99941.000000,0.001464,2,1
3,7.000000,7.399777,0.002250,0.000279,498875.000000,3199105.646532,24995.378573,99938.000000,0.000559,2,1
14,29.000000,15.121861,0.003062,0.000346,498469.000000,3198893.940481,24994.864675,99924.000000,0.010805,2,1
9,7.000000,6.859359,0.003188,0.000365,498406.000000,3198832.206246,24994.556004,99915.000000,0.001677,2,1
3,7.000000,7.199989,0.003230,0.000372,498385.000000,3198810.606279,24994.340004,99912.000000,0.000559,2,1
5,10.000000,10.379277,0.003330,0.000388,498335.000000,3198758.709893,24993.821040,99907.000000,0.001331,2,1
5,12.000000,11.679746,0.003450,0.000406,498275.000000,3198700.311164,24993.237053,99902.000000,0.001597,2,1
11,25.000000,13.502891,0.004000,0.000453,498000.000000,3198551.779361,24992.900059,99891.000000,0.007318,2,1
7,14.000000,13.950413,0.004196,0.000483,497902.000000,3198454.126470,24991.923530,99884.000000,0.002608,2,1
13,27.000000,14.264794,0.002606,0.000355,498697.000000,3198863.189571,24992.917516,99911.000000,0.009341,2,1
12,8.000000,8.022673,0.002798,0.000385,498601.000000,3198766.917494,24992.436156,99899.000000,0.002555,2,1
6,17.000000,10.918276,0.003002,0.000406,498499.000000,3198701.407840,24992.310495,99893.000000,0.002714,2,1
6,6.000000,5.646779,0.003074,0.000416,498463.000000,3198667.527166,24992.141091,99887.000000,0.000958,2,1
17,10.000000,10.155189,0.003414,0.000470,498293.000000,3198494.888958,24991.277900,99870.000000,0.004524,2,1
21,12.000000,11.650627,0.003918,0.000547,498041.000000,3198250.225786,24990.054585,99849.000000,0.006706,2,1
3,8.000000,7.510201,0.003966,0.000554,498017.000000,3198227.695182,24989.829279,99846.000000,0.000639,2,1
1,5.000000,4.837063,0.003976,0.000555,498012.000000,3198222.858119,24989.780908,99845.000000,0.000133,2,1
5,10.000000,10.311944,0.004076,0.000571,497962.000000,3198171.298398,24989.265311,99840.000000,0.001331,2,1
2,10.000000,8.513371,0.004116,0.000577,497942.000000,3198154.271656,24989.241460,99838.000000,0.000532,2,1
9,7.000000,6.859359,0.004242,0.000596,497879.000000,3198092.537421,24988.932789,99829.000000,0.001677,2,1
7,17.000000,11.001656,0.004480,0.000620,497760.000000,3198015.525831,24988.783996,99822.000000,0.003167,2,1
15,9.000000,9.251651,0.004750,0.000664,497625.000000,3197876.751063,24988.090122,99807.000000,0.003593,2,1
3,7.000000,7.411521,0.004792,0.000670,497604.000000,3197854.516501,24987.867776,99804.000000,0.000559,2,1
5,12.000000,11.679746,0.004912,0.000689,497544.000000,3197796.117772,24987.283789,99799.000000,0.001597,2,1
3,8.000000,8.204322,0.004960,0.000696,497520.000000,3197771.504805,24987.037659,99796.000000,0.000639,2,1
7,15.000000,14.939768,0.005170,0.000729,497415.000000,3197666.926427,24985.991876,99789.000000,0.002794,2,1
15,31.000000,15.617838,0.006100,0.000802,496950.000000,3197432.658860,24985.413372,99774.000000,0.012375,2,1
1,8.000000,8.130405,0.006116,0.000805,496942.000000,3197424.528456,24985.402883,99773.000000,0.000213,2,1
2,6.000000,5.880149,0.006140,0.000809,496930.000000,3197412.768158,24985.285280,99771.000000,0.000319,2,1
3,11.000000,9.038324,0.006206,0.000817,496897.000000,3197385.653187,24985.243599,99768.000000,0.000878,2,1
